signal_date,market_regime.spy_trend_distance,market_regime.qqq_trend_distance,market_regime.soxx_trend_distance,market_regime.breadth_score,market_regime.hy_oas,market_regime.hy_oas_percentile,ai_cycle.nvidia_revenue_yoy_proxy,ai_cycle.hyperscaler_capex_yoy,ai_cycle.tsmc_hpc_growth,ai_cycle.micron_dc_hbm_score,valuation.trailing_pe,valuation.fcf_yield,valuation.earnings_yield,valuation.erp,macro.core_pce_3m_annualized,macro.sahm_style_gap,macro.claims_4w_26w_ratio,macro.yield_curve_stress,macro.gdpnow_score,liquidity.walcl_bn,liquidity.tga_bn,liquidity.rrp_bn,liquidity.net_fed_liquidity_bn,liquidity.nfl_13w_change_bn,liquidity.nfl_26w_change_bn,liquidity.nfl_13w_percentile,liquidity.nfl_formula_check_bn,liquidity.reserve_balances_bn,liquidity.real_m2_yoy,positioning.vix,positioning.vix_percentile,positioning.vix3m,positioning.vix_term_ratio,positioning.vix_backwardation,positioning.skew,positioning.skew_percentile,positioning.vvix,positioning.vvix_percentile,positioning.equity_put_call,positioning.cftc_positioning,positioning.iv30,positioning.rv20,positioning.iv_rv_spread
2026-07-29,0.055,0.0534,0.2579,100.0,2.84,17.51,85.2276,80.454,47.0569,653.2026,24.4375,1.7416,4.0921,1.6821,3.5226,0.0667,0.9759,0.0,50.7999,6747.378,829.623,1.126,5916.629,215.292,117.61,82.7976,0.0,3062.149,2.2303,20.66,63.8294,21.5,0.9609,0.0,139.55,74.7421,109.47,64.3056,0.61,-44.7468,19.6311,20.6073,-0.9763
