profile,probability_offset,max_alpha_margin_pct,alpha_cagr,fixed_matched_cagr,no_margin_cagr,alpha_minus_fixed_matched_cagr,alpha_minus_no_margin_cagr,alpha_max_drawdown,average_target_margin_pct,annual_trades,fold_win_rate_vs_fixed_matched
p_offset_-0.02_max_8,-0.020000000000000018,8.0,0.20618877779673905,0.2061696013396348,0.20447145173285386,1.9176457104252975e-05,0.001717326063885194,-0.35135553128437325,1.1234622144112478,29.047701844572117,0.4
p_offset_+0.00_max_8,0.0,8.0,0.20618300469947703,0.20615898699280488,0.20447145173285386,2.4017706672152528e-05,0.0017115529666231755,-0.3513555312843726,1.116432337434095,28.605911702449347,0.4
p_offset_+0.02_max_8,0.020000000000000018,8.0,0.20608941647234214,0.20613908470002307,0.20447145173285386,-4.9668227680932375e-05,0.0016179647394882757,-0.35135553128437236,1.1032513181019332,27.722331418203808,0.4
