date,strategy,price,underlying_return,signal_target_margin_pct,effective_target_margin_pct,reference_equity,loan_change,loan_balance,asset_value,equity,strategy_return,actual_margin_pct,transaction_cost,interest_cost,maintenance_ratio,trade_direction
2017-07-03,no_margin,128.39364624023438,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,inf,0
2017-07-05,no_margin,129.6569366455078,0.009839197205364192,0.0,0.0,1000000.0,0.0,0.0,1009839.1972053642,1009839.1972053642,0.009839197205364192,0.0,0.0,0.0,inf,0
2017-07-06,no_margin,128.4879150390625,-0.009016267364402641,0.0,0.0,1000000.0,0.0,0.0,1000734.217008307,1000734.217008307,-0.009016267364402641,0.0,0.0,0.0,inf,0
2017-07-07,no_margin,129.873779296875,0.01078595023813067,0.0,0.0,1000000.0,0.0,0.0,1011528.0864745532,1011528.0864745532,0.01078595023813067,0.0,0.0,0.0,inf,0
2017-07-10,no_margin,130.7222442626953,0.0065329966557825525,0.0,0.0,1000000.0,0.0,0.0,1018136.3960807216,1018136.3960807216,0.0065329966557825525,0.0,0.0,0.0,inf,0
2017-07-11,no_margin,131.0899658203125,0.0028129991164949075,0.0,0.0,1000000.0,0.0,0.0,1021000.412863368,1021000.412863368,0.0028129991164949075,0.0,0.0,0.0,inf,0
2017-07-12,no_margin,132.64544677734375,0.011865751488282283,0.0,0.0,1000000.0,0.0,0.0,1033115.3500318384,1033115.3500318384,0.011865751488282283,0.0,0.0,0.0,inf,0
2017-07-13,no_margin,132.93771362304688,0.0022033688513538596,0.0,0.0,1000000.0,0.0,0.0,1035391.6842139541,1035391.6842139541,0.0022033688513538596,0.0,0.0,0.0,inf,0
2017-07-14,no_margin,133.98411560058594,0.007871370350976514,0.0,0.0,1000000.0,0.0,0.0,1043541.6356187235,1043541.6356187235,0.007871370350976514,0.0,0.0,0.0,inf,0
2017-07-17,no_margin,134.05014038085938,0.0004927806552104119,0.0,0.0,1000000.0,0.0,0.0,1044055.872749663,1044055.872749663,0.0004927806552104119,0.0,0.0,0.0,inf,0
2017-07-18,no_margin,134.94580078125,0.006681532729812201,0.0,0.0,1000000.0,0.0,0.0,1051031.7662351925,1051031.7662351925,0.006681532729812201,0.0,0.0,0.0,inf,0
2017-07-19,no_margin,135.7376708984375,0.005868060455405555,0.0,0.0,1000000.0,0.0,0.0,1057199.2841800123,1057199.2841800123,0.005868060455405555,0.0,0.0,0.0,inf,0
2017-07-20,no_margin,135.91680908203125,0.0013197381567551236,0.0,0.0,1000000.0,0.0,0.0,1058594.5104146388,1058594.5104146388,0.0013197381567551236,0.0,0.0,0.0,inf,0
2017-07-21,no_margin,135.8602294921875,-0.00041628103415525253,0.0,0.0,1000000.0,0.0,0.0,1058153.8375970924,1058153.8375970924,-0.0004162810341551415,0.0,0.0,0.0,inf,0
2017-07-24,no_margin,136.482421875,0.004579650609586761,0.0,0.0,1000000.0,0.0,0.0,1062999.8124644805,1062999.8124644805,0.004579650609586761,0.0,0.0,0.0,inf,0
2017-07-25,no_margin,136.13363647460938,-0.0025555334936103735,0.0,0.0,1000000.0,0.0,0.0,1060283.280840026,1060283.280840026,-0.0025555334936103735,0.0,0.0,0.0,inf,0
2017-07-26,no_margin,136.57667541503906,0.0032544413849719955,0.0,0.0,1000000.0,0.0,0.0,1063733.9106289856,1063733.9106289856,0.0032544413849719955,0.0,0.0,0.0,inf,0
