fold_start,fold_end,no_margin_cagr,fixed_exposure_matched_cagr,return_alpha_dynamic_cagr,alpha_beats_no_margin,alpha_beats_fixed_matched
2017-01-01,2018-12-31,0.09610315599006225,0.09657394203948244,0.0972827012635038,True,True
2019-01-01,2020-12-31,0.4321637658567188,0.4368730734814801,0.43495745799067875,True,False
2021-01-01,2022-12-31,-0.06663629717264907,-0.06805729620090795,-0.06207274216056502,True,True
2023-01-01,2024-12-31,0.40085943338025776,0.4052754158359606,0.40087243327275535,True,False
2025-01-01,2026-12-31,0.22267137862796438,0.22459891155442246,0.22127458318076898,False,False
