,expected_timing_alpha_60d,regime_baseline_60d,expected_net_return_60d,raw_probability,probability_positive,forecast_percentile,expert,model_train_end,calibration_method,calibration_samples,calibration_brier,calibration_ece,price_to_ma200,ma50_to_ma200,drawdown_60d,momentum_20d,Breadth_Score_change_5d,Risk_Score_change_5d
2012-03-23,,,,,,,,,,,,,,,,0.04836840433842515,,0.2601859588592532
2012-03-26,,,,,,,,,,,,,,,,0.0651926855082503,,0.4614472016330353
2012-03-27,,,,,,,,,,,,,,,,0.05603993144501174,,0.8211752745409093
2012-03-28,,,,,,,,,,,,,,,-0.00395829607872622,0.05659601312204954,,0.41748804427854225
2012-03-29,,,,,,,,,,,,,,,-0.007769944117615224,0.044283598269381,,0.3117803620754849
2012-03-30,,,,,,,,,,,,,,,-0.009676052583688755,0.043081058066775535,,0.551349711815476
2012-04-02,,,,,,,,,,,,,,,0.0,0.06488854116457521,,0.7052824675233609
2012-04-03,,,,,,,,,,,,,,,-0.0002930610361043806,0.07512695128320934,,-0.1813542125920442
2012-04-04,,,,,,,,,,,,,,,-0.013919167335198379,0.0523611413000975,,0.5493003980670323
2012-04-05,,,,,,,,,,,,,,,-0.007765264616932499,0.047644556039894814,,0.4926119546060761
2012-04-09,,,,,,,,,,,,,,,-0.015238163104291491,0.035436552119109566,,2.957344405123113
2012-04-10,,,,,,,,,,,,,,,-0.03106206924086574,0.018328392107299418,,4.386771408891221
2012-04-11,,,,,,,,,,,,,,,-0.02637372439640573,0.004569845602313993,,3.4194529434975323
2012-04-12,,,,,,,,,,,,,,,-0.015238163104291491,0.01254448565588695,,0.14703171284075722
2012-04-13,,,,,,,,,,,,,,,-0.030183012479194637,-0.005663661833751221,,2.928701758555036
2012-04-16,,,,,,,,,,,,,,,-0.04102582860180948,-0.01608558653096903,,0.01858293022436186
2012-04-17,,,,,,,,,,,,,,,-0.021538185714023106,-0.003134471202395739,,-1.9991576214699052
2012-04-18,,,,,,,,,,,,,,,-0.024029299280891814,-0.007450276452516058,,-0.8749501427317661
2012-04-19,,,,,,,,,,,,,,,-0.035018361641614315,-0.018772266110289593,,0.7240940797323958
2012-04-20,,,,,,,,,,,,,,,-0.037655279233343775,-0.019408476893304827,,-2.611186987513534
2012-04-23,,,,,,,,,,,,,,,-0.04644679444986999,-0.027786421185444166,,-0.01679011356173632
2012-04-24,,,,,,,,,,,,,,,-0.051574762435147026,-0.04962519770374052,,-0.27768555360785285
2012-04-25,,,,,,,,,,,,,,,-0.02637372439640573,-0.025802849030078123,,-1.3421705128808945
2012-04-26,,,,,,,,,,,,,,,-0.02065919212567291,-0.016190757838930758,,0.7123859958630483
2012-04-27,,,,,,,,,,,,,,,-0.014798413616832429,-0.006501321981549735,,1.0185428028090087
2012-04-30,,,,,,,,,,,,,,,-0.02183149944341145,-0.011695070323736734,,0.08629707663580177
2012-05-01,,,,,,,,,,,,,,,-0.020219442638213958,-0.020219442638213958,,-1.1315896636074996
2012-05-02,,,,,,,,,,,,,,,-0.01743571024848789,-0.017147674527647316,,1.8805146234102814
2012-05-03,,,,,,,,,,,,,,,-0.027838903230285594,-0.01411622195055795,,2.736318868301211
2012-05-04,,,,,,,,,,,,,,,-0.05201457509592711,-0.044595607169417906,,7.9852182687596205
2012-05-07,,,,,,,,,,,,,,,-0.051135391987613965,-0.03645270108809484,,6.933574674618953
2012-05-08,,,,,,,,,,,,,,,-0.05465174538094053,-0.024345910497685752,,5.958623748442509
2012-05-09,,,,,,,,,,,,,,,-0.057582418915305245,-0.03205407999034515,,8.827518246132481
2012-05-10,,,,,,,,,,,,,,,-0.05948703137003919,-0.044933573385860015,,0.2643808689128804
2012-05-11,,,,,,,,,,,,,,,-0.05963384616803591,-0.03036741371599183,,-0.45525342156532744
2012-05-14,,,,,,,,,,,,,,,-0.0684249191713151,-0.028571249765316997,,9.474375541651398
2012-05-15,,,,,,,,,,,,,,,-0.0715019021171086,-0.0510635322437657,,0.6804867114480828
2012-05-16,,,,,,,,,,,,,,,-0.07780192472684011,-0.055096557105995037,,-8.166553773208747
2012-05-17,,,,,,,,,,,,,,,-0.09728944126798456,-0.0645308440607274,,5.362452590880164
2012-05-18,,,,,,,,,,,,,,,-0.10901087193902359,-0.07414764290371345,,-3.3335235936588106
