date,strategy,price,underlying_return,signal_target_margin_pct,effective_target_margin_pct,reference_equity,loan_change,loan_balance,asset_value,equity,strategy_return,actual_margin_pct,transaction_cost,interest_cost,maintenance_ratio,trade_direction
2017-07-03,fixed_3pct,128.3936309814453,0.0,3.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,inf,0
2017-07-05,fixed_3pct,129.65689086914062,0.009838960687059917,3.0,3.0,1000000.0,30000.0,30000.0,1040108.1609847354,1010108.1609847354,0.010108160984735326,2.969978974405431,21.0,4.761904761904762,3467.027203282451,1
2017-07-06,fixed_3pct,128.4878692626953,-0.009016270547665517,3.0,3.0,1000000.0,0.0,30000.0,1030725.5025017002,1000725.5025017002,-0.0092887661395471,2.9978250704117566,0.0,4.761904761904762,3435.7516750056675,0
2017-07-07,fixed_3pct,129.87374877929688,0.010786072837491778,3.0,3.0,1000000.0,0.0,30000.0,1041838.220942382,1011838.220942382,0.011104661980634312,2.9649008486810575,0.0,4.761904761904762,3472.79406980794,0
2017-07-10,fixed_3pct,130.72227478027344,0.006533468148505639,3.0,3.0,1000000.0,0.0,30000.0,1048640.2758700429,1018640.2758700429,0.006722472809265634,2.9451024773565275,0.0,4.761904761904762,3495.467586233476,0
2017-07-11,fixed_3pct,131.0899200439453,0.002812414825934084,3.0,3.0,1000000.0,0.0,30000.0,1051584.7254242094,1021584.7254242094,0.0028905685588089813,2.936613993278199,0.0,4.761904761904762,3505.282418080698,0
2017-07-12,fixed_3pct,132.6454315185547,0.011865988430597163,3.0,3.0,1000000.0,0.0,30000.0,1064058.0557051238,1034058.0557051238,0.012209785415238095,2.9011910728303363,0.0,4.761904761904762,3546.8601856837463,0
2017-07-13,fixed_3pct,132.93771362304688,0.002203484139227996,3.0,3.0,1000000.0,0.0,30000.0,1066397.928849326,1036397.928849326,0.002262806359171643,2.8946410606308217,0.0,4.761904761904762,3554.6597628310865,0
2017-07-14,fixed_3pct,133.98411560058594,0.007871370350976514,3.0,3.0,1000000.0,0.0,30000.0,1074787.1799840515,1044787.1799840515,0.008094623600840123,2.871398173210543,0.0,4.761904761904762,3582.6239332801715,0
2017-07-17,fixed_3pct,134.05020141601562,0.0004932361954508302,3.0,3.0,1000000.0,0.0,30000.0,1075312.5420188643,1045312.5420188643,0.0005028411956784495,2.869955041585888,0.0,4.761904761904762,3584.375140062881,0
2017-07-18,fixed_3pct,134.94578552246094,0.006680960543027581,3.0,3.0,1000000.0,0.0,30000.0,1082491.9007787532,1052491.9007787532,0.00686814562276572,2.8503782288303205,0.0,4.761904761904762,3608.3063359291773,0
2017-07-19,fixed_3pct,135.73765563964844,0.005868061118927681,3.0,3.0,1000000.0,0.0,30000.0,1088839.2675085051,1058839.2675085051,0.006030798645628943,2.8332912199782037,0.0,4.761904761904762,3629.4642250283505,0
2017-07-20,fixed_3pct,135.91680908203125,0.0013198507189369213,3.0,3.0,1000000.0,0.0,30000.0,1090271.610893771,1060271.610893771,0.0013527486458226878,2.829463666834489,0.0,4.761904761904762,3634.2387029792367,0
2017-07-21,fixed_3pct,135.8602294921875,-0.00041628103415525253,3.0,3.0,1000000.0,0.0,30000.0,1089812.9895953161,1059812.9895953161,-0.00043255076693826666,2.8306880831358123,0.0,4.761904761904762,3632.70996531772,0
2017-07-24,fixed_3pct,136.48248291015625,0.004580099859205156,3.0,3.0,1000000.0,0.0,30000.0,1094799.6800107597,1064799.6800107597,0.004705255044427981,2.8174313500635964,0.0,4.761904761904762,3649.3322667025323,0
2017-07-25,fixed_3pct,136.13363647460938,-0.0025559795521635786,3.0,3.0,1000000.0,0.0,30000.0,1091996.632510175,1061996.632510175,-0.002632464634621634,2.8248677144192893,0.0,4.761904761904762,3639.9887750339167,0
2017-07-26,fixed_3pct,136.5767364501953,0.003254889732329902,3.0,3.0,1000000.0,0.0,30000.0,1095546.1992323094,1065546.1992323094,0.0033423521445115068,2.815457464126286,0.0,4.761904761904762,3651.8206641076977,0
2017-07-27,fixed_3pct,135.7188262939453,-0.006281524793666837,3.0,3.0,1000000.0,0.0,30000.0,1088659.7367144623,1058659.7367144623,-0.006462847432432861,2.8337716982705548,0.0,4.761904761904762,3628.8657890482077,0
2017-07-28,fixed_3pct,135.60569763183594,-0.0008335517274836723,3.0,3.0,1000000.0,0.0,30000.0,1087747.52060552,1057747.52060552,-0.0008616707307422811,2.836215582223832,0.0,4.761904761904762,3625.825068685067,0
2017-07-31,fixed_3pct,135.03062438964844,-0.0042407749248767335,3.0,3.0,1000000.0,0.0,30000.0,1083129.8662907775,1053129.8662907775,-0.004365554373598757,2.848651525349179,0.0,4.761904761904762,3610.432887635925,0
2017-08-01,fixed_3pct,135.34173583984375,0.002304006602958264,3.0,3.0,1053129.8662907775,1593.895988723325,31593.895988723325,1087216.8397882185,1055622.9437994952,0.002367303016007627,2.9929148636167064,1.1157271921063274,5.014904125194178,3441.224343386691,1
2017-08-02,fixed_3pct,135.70938110351562,0.0027164219624531416,3.0,3.0,1053129.8662907775,0.0,31593.895988723325,1090165.164585643,1058571.2685969197,0.002792971500612307,2.98457901947399,0.0,5.014904125194178,3450.556287754923,0
2017-08-03,fixed_3pct,135.18148803710938,-0.0038898789613047713,3.0,3.0,1053129.8662907775,0.0,31593.895988723325,1085919.5391434487,1054325.6431547254,-0.004010712899681912,2.996597511769599,0.0,5.014904125194178,3437.118168430514,0
2017-08-04,fixed_3pct,135.42657470703125,0.001813019470939592,3.0,3.0,1053129.8662907775,0.0,31593.895988723325,1087883.3175076644,1056289.4215189412,0.0018625918633068395,2.9910264502404456,0.0,5.014904125194178,3443.3338575779258,0
2017-08-07,fixed_3pct,136.28443908691406,0.006334535018246212,3.0,3.0,1053129.8662907775,0.0,31593.895988723325,1094769.5375740575,1063175.6415853342,0.006519254975109634,2.971653483483941,0.0,5.014904125194178,3465.129903462393,0
2017-08-08,fixed_3pct,136.0487823486328,-0.001729153671982786,3.0,3.0,1053129.8662907775,0.0,31593.895988723325,1092871.4979040613,1061277.601915338,-0.0017852550376021847,2.9769681308362976,0.0,5.014904125194178,3459.1222883500513,0
