date,model_version,expert,expected_timing_alpha_60d_pct,regime_baseline_60d_pct,expected_net_return_60d_pct,raw_probability,probability_positive,forecast_percentile,alpha_demand_margin_pct,risk_cap_margin_pct,alpha_raw_target_margin_pct,alpha_reasons,risk_reasons,model_train_end,calibration_method,calibration_samples,calibration_brier,calibration_ece
2012-06-11,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-12,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-13,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-14,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-15,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-18,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-19,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-20,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-21,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-22,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-25,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-26,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-27,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-28,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-06-29,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-02,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-03,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-05,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-06,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-09,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-10,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-11,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-12,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-13,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-16,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-17,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-18,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-19,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-20,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-23,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-24,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-25,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-26,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-27,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-30,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-07-31,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-01,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-02,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-03,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-06,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-07,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-08,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-09,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-10,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-13,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-14,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
2012-08-15,v2_relative_alpha_calibrated_experts_sensitivity,,,,,,,,0.0,0.0,0.0,['Forecast_Unavailable'],['Hard_Risk_Cap_Zero'],,,,,
